epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,154.658,0.69084,0.54629,0.8801,0.98812,0.86941,0.9491,0.79253,0.67902,1.21862,0.85427,0.00116645,0.00116645,0.00116645
17,162.925,0.67292,0.52323,0.87519,1,0.87209,0.94404,0.78777,0.65816,1.14261,0.85512,0.00123387,0.00123387,0.00123387
18,171.222,0.68994,0.52905,0.88419,0.93513,0.777,0.87437,0.72424,0.69564,1.31431,0.86894,0.00130051,0.00130051,0.00130051
19,179.416,0.66867,0.51061,0.8834,0.97364,0.77222,0.90133,0.73245,0.77911,1.34191,0.91317,0.00136635,0.00136635,0.00136635
20,188.107,0.68125,0.52371,0.88928,0.99056,0.73092,0.88041,0.68477,0.91857,1.71702,0.95373,0.0014314,0.0014314,0.0014314
21,196.123,0.69312,0.51484,0.8897,0.99974,0.75958,0.90519,0.70624,0.83762,1.53695,0.92478,0.00149566,0.00149566,0.00149566
22,203.986,0.68413,0.51185,0.8844,0.98185,0.88153,0.96616,0.77244,0.76706,1.20986,0.88832,0.00155913,0.00155913,0.00155913
23,212.484,0.67659,0.49952,0.89037,0.92513,0.9042,0.95917,0.78526,0.7167,0.90271,0.88077,0.0016218,0.0016218,0.0016218
24,220.546,0.6958,0.49403,0.88898,0.95409,0.90941,0.96528,0.78655,0.6916,0.97293,0.86152,0.00168368,0.00168368,0.00168368
25,228.756,0.66383,0.48118,0.87891,0.94415,0.89547,0.96498,0.80454,0.67582,0.92709,0.88277,0.00174478,0.00174478,0.00174478
26,237.013,0.66171,0.49026,0.88656,0.94533,0.74913,0.87264,0.71047,0.74655,1.26027,0.9228,0.0017525,0.0017525,0.0017525
27,245.285,0.67915,0.495,0.88226,0.96258,0.94077,0.98069,0.80099,0.73381,0.79805,0.88991,0.0017426,0.0017426,0.0017426
28,254.721,0.65662,0.47505,0.88573,0.9852,0.92334,0.98385,0.82029,0.66858,0.77266,0.87078,0.0017327,0.0017327,0.0017327
29,264.193,0.65623,0.46921,0.87927,0.94358,0.87405,0.95553,0.76132,0.74545,0.92361,0.88718,0.0017228,0.0017228,0.0017228
30,273.017,0.67007,0.46437,0.88265,0.98396,0.78049,0.91919,0.76236,0.69294,1.28925,0.8814,0.0017129,0.0017129,0.0017129
31,281.261,0.66277,0.46341,0.88784,0.95367,0.81533,0.9305,0.78025,0.66941,1.1661,0.88447,0.001703,0.001703,0.001703
32,289.911,0.65202,0.44724,0.88078,0.98151,0.93728,0.97177,0.81685,0.64366,0.74886,0.85293,0.0016931,0.0016931,0.0016931
33,298.978,0.64118,0.43657,0.87138,0.98866,0.94425,0.97594,0.81,0.65967,0.62168,0.86013,0.0016832,0.0016832,0.0016832
34,307.63,0.67511,0.45827,0.89308,0.97061,0.93728,0.97968,0.82428,0.63803,0.59074,0.86114,0.0016733,0.0016733,0.0016733
35,317.085,0.64033,0.44286,0.87314,0.93735,0.93031,0.97486,0.81422,0.63362,0.60206,0.86049,0.0016634,0.0016634,0.0016634
36,325.945,0.6416,0.43949,0.88049,0.9654,0.95122,0.98235,0.83288,0.61616,0.46285,0.85375,0.0016535,0.0016535,0.0016535
37,335.558,0.62564,0.42692,0.87833,0.94774,0.90941,0.97082,0.81136,0.63899,0.50207,0.86468,0.0016436,0.0016436,0.0016436
38,344.812,0.61392,0.41889,0.87118,0.96269,0.89902,0.97625,0.83415,0.60747,0.5295,0.852,0.0016337,0.0016337,0.0016337
39,354.232,0.61013,0.41382,0.87274,0.96828,0.95819,0.98962,0.84796,0.60931,0.43828,0.85286,0.0016238,0.0016238,0.0016238
40,363.127,0.62536,0.41868,0.87524,0.95595,0.91986,0.98084,0.81905,0.64652,0.47925,0.85838,0.0016139,0.0016139,0.0016139
41,372.231,0.61644,0.40881,0.8735,0.96067,0.91289,0.98103,0.78999,0.73765,0.48896,0.88948,0.001604,0.001604,0.001604
42,380.843,0.62195,0.41131,0.87698,0.95421,0.94391,0.98054,0.81981,0.62612,0.49277,0.86024,0.0015941,0.0015941,0.0015941
43,389.698,0.62536,0.41036,0.87899,0.95722,0.93557,0.98358,0.84116,0.60945,0.44445,0.84604,0.0015842,0.0015842,0.0015842
44,399.131,0.62239,0.40501,0.87324,0.95323,0.97561,0.99164,0.85352,0.58596,0.40526,0.84327,0.0015743,0.0015743,0.0015743
45,408.555,0.6162,0.40255,0.86563,0.96112,0.94755,0.98693,0.84569,0.57369,0.44536,0.8319,0.0015644,0.0015644,0.0015644
46,417.639,0.62644,0.40374,0.87577,0.96219,0.91986,0.97166,0.8285,0.59708,0.46461,0.8522,0.0015545,0.0015545,0.0015545
47,426.493,0.62362,0.40856,0.87651,0.98175,0.93695,0.97779,0.80083,0.70773,0.47087,0.88086,0.0015446,0.0015446,0.0015446
48,435.141,0.62626,0.39863,0.87171,0.97475,0.94173,0.98461,0.85487,0.56118,0.42916,0.83403,0.0015347,0.0015347,0.0015347
49,444.39,0.62365,0.39287,0.87533,0.98949,0.98258,0.99411,0.87064,0.53618,0.37804,0.83324,0.0015248,0.0015248,0.0015248
50,453.999,0.59903,0.388,0.86674,0.99085,0.98258,0.99455,0.8616,0.55806,0.39871,0.83488,0.0015149,0.0015149,0.0015149
51,462.887,0.59637,0.37841,0.86846,0.9865,0.98606,0.99378,0.85911,0.53392,0.40176,0.82748,0.001505,0.001505,0.001505
52,471.142,0.57249,0.36798,0.86238,0.99648,0.98557,0.99473,0.8565,0.5636,0.37011,0.83314,0.0014951,0.0014951,0.0014951
53,479.996,0.58645,0.37258,0.86297,0.98938,0.97409,0.99024,0.85649,0.55583,0.38938,0.83219,0.0014852,0.0014852,0.0014852
54,490.427,0.58093,0.37031,0.86892,0.98922,0.9547,0.98815,0.85902,0.55188,0.37311,0.83602,0.0014753,0.0014753,0.0014753
55,498.893,0.58422,0.37032,0.86034,0.99172,0.98258,0.99381,0.85341,0.5898,0.35804,0.84517,0.0014654,0.0014654,0.0014654
56,507.938,0.58784,0.36738,0.86693,0.99406,0.97561,0.99254,0.84058,0.6048,0.37268,0.84765,0.0014555,0.0014555,0.0014555
57,516.372,0.57847,0.36547,0.86716,0.99707,0.98258,0.99483,0.85167,0.59359,0.34197,0.84537,0.0014456,0.0014456,0.0014456
58,525.829,0.56986,0.3547,0.86815,0.99083,0.98258,0.9943,0.85955,0.51998,0.34662,0.82698,0.0014357,0.0014357,0.0014357
59,534.628,0.57432,0.36069,0.86747,0.99111,0.97909,0.99316,0.85461,0.57366,0.34338,0.83811,0.0014258,0.0014258,0.0014258
60,543.095,0.59207,0.38125,0.8611,0.99628,0.98606,0.99429,0.86882,0.52482,0.32117,0.82046,0.0014159,0.0014159,0.0014159
61,551.563,0.57869,0.35898,0.86091,0.98403,0.98606,0.99455,0.86904,0.54885,0.36471,0.83143,0.001406,0.001406,0.001406
62,560.004,0.55814,0.35482,0.85939,0.98259,0.98343,0.99387,0.8865,0.51444,0.3413,0.81862,0.0013961,0.0013961,0.0013961
63,568.441,0.56637,0.35898,0.85905,0.9929,0.97432,0.98913,0.87717,0.52197,0.33796,0.82309,0.0013862,0.0013862,0.0013862
64,577.1,0.56786,0.34891,0.86143,0.97873,0.96216,0.99117,0.8715,0.53735,0.33566,0.83056,0.0013763,0.0013763,0.0013763
65,586.752,0.55839,0.35192,0.85786,0.98951,0.98593,0.99458,0.88605,0.50305,0.31572,0.81579,0.0013664,0.0013664,0.0013664
66,596.795,0.55651,0.34405,0.86399,1,0.98925,0.9949,0.87941,0.51853,0.30548,0.81661,0.0013565,0.0013565,0.0013565
67,606.248,0.57045,0.35381,0.86558,1,0.98132,0.99305,0.88063,0.5053,0.32844,0.81998,0.0013466,0.0013466,0.0013466
68,615.105,0.56111,0.34449,0.85006,0.99292,0.9776,0.99417,0.82122,0.69466,0.40394,0.86885,0.0013367,0.0013367,0.0013367
69,624.102,0.59483,0.35086,0.87037,0.99371,0.97909,0.99386,0.8538,0.61497,0.34662,0.85118,0.0013268,0.0013268,0.0013268
70,632.978,0.55897,0.34038,0.86462,0.98432,0.98606,0.99438,0.87873,0.5253,0.31299,0.82735,0.0013169,0.0013169,0.0013169
71,641.215,0.54099,0.33612,0.85273,0.9907,0.98258,0.99452,0.87736,0.5132,0.30386,0.82604,0.001307,0.001307,0.001307
72,650.077,0.5493,0.33367,0.85603,0.98955,0.98945,0.99459,0.87972,0.52551,0.3212,0.82456,0.0012971,0.0012971,0.0012971
73,658.725,0.56695,0.34256,0.86005,0.98619,0.99497,0.99483,0.86792,0.53512,0.3047,0.83221,0.0012872,0.0012872,0.0012872
74,668.216,0.53408,0.32973,0.85051,0.99181,0.99303,0.9949,0.83903,0.64457,0.31219,0.85852,0.0012773,0.0012773,0.0012773
75,677.021,0.52954,0.32391,0.8557,0.9965,0.99199,0.99497,0.88412,0.51869,0.29208,0.82082,0.0012674,0.0012674,0.0012674
76,685.501,0.54419,0.32497,0.85874,0.98965,0.99954,0.99497,0.88129,0.49996,0.28501,0.81711,0.0012575,0.0012575,0.0012575
77,694.365,0.53321,0.33588,0.85641,0.99305,0.99609,0.9949,0.87569,0.52371,0.30096,0.82842,0.0012476,0.0012476,0.0012476
78,702.613,0.54108,0.32812,0.85444,0.99635,0.99652,0.9949,0.89693,0.48511,0.28229,0.8164,0.0012377,0.0012377,0.0012377
79,711.035,0.53692,0.32605,0.85808,0.98958,0.9925,0.99486,0.86662,0.56794,0.30268,0.83302,0.0012278,0.0012278,0.0012278
80,720.28,0.55551,0.33665,0.86015,0.99204,0.99303,0.99479,0.8847,0.52091,0.29677,0.82459,0.0012179,0.0012179,0.0012179
81,728.542,0.52398,0.32663,0.84733,1,0.99261,0.995,0.88854,0.48372,0.27235,0.81507,0.001208,0.001208,0.001208
82,736.977,0.53773,0.32615,0.85483,1,0.99762,0.995,0.90699,0.45251,0.25942,0.80702,0.0011981,0.0011981,0.0011981
83,746.398,0.51469,0.3166,0.85023,0.99305,0.99625,0.99493,0.90091,0.47586,0.26434,0.814,0.0011882,0.0011882,0.0011882
84,755.299,0.52773,0.32412,0.85265,1,0.9926,0.995,0.90168,0.45944,0.25706,0.80723,0.0011783,0.0011783,0.0011783
85,764.088,0.5151,0.32507,0.84113,0.99957,0.98955,0.99497,0.91111,0.44054,0.25897,0.80667,0.0011684,0.0011684,0.0011684
86,772.605,0.51742,0.31881,0.83973,0.99767,0.99303,0.995,0.89424,0.48845,0.26587,0.81968,0.0011585,0.0011585,0.0011585
87,780.643,0.53686,0.32809,0.85177,0.99772,0.99303,0.995,0.90284,0.47005,0.26579,0.81298,0.0011486,0.0011486,0.0011486
88,789.286,0.5171,0.31776,0.84279,0.98887,0.99303,0.9949,0.88684,0.48005,0.27261,0.8143,0.0011387,0.0011387,0.0011387
89,797.915,0.51532,0.31546,0.85028,0.99933,0.99303,0.995,0.90286,0.44845,0.2568,0.80578,0.0011288,0.0011288,0.0011288
90,806.577,0.49812,0.31584,0.84106,0.99975,0.99303,0.995,0.88674,0.50045,0.26607,0.81537,0.0011189,0.0011189,0.0011189
91,815.444,0.54137,0.32862,0.85512,0.9994,0.99652,0.995,0.88994,0.46711,0.25865,0.80729,0.001109,0.001109,0.001109
92,823.873,0.52413,0.32541,0.85075,1,0.98908,0.99486,0.90329,0.43997,0.26674,0.80394,0.0010991,0.0010991,0.0010991
93,832.154,0.53498,0.31995,0.85934,0.99716,0.97909,0.99446,0.89974,0.44842,0.26364,0.80782,0.0010892,0.0010892,0.0010892
94,840.192,0.5249,0.31559,0.8475,0.97858,0.96516,0.99122,0.90432,0.45003,0.30996,0.80544,0.0010793,0.0010793,0.0010793
95,848.847,0.51339,0.30943,0.84619,0.99646,0.97941,0.99472,0.88845,0.50356,0.27596,0.81306,0.0010694,0.0010694,0.0010694
96,857.678,0.52363,0.31493,0.84796,1,0.99854,0.995,0.90805,0.453,0.24823,0.80407,0.0010595,0.0010595,0.0010595
97,866.348,0.50003,0.30377,0.84539,0.99227,1,0.99493,0.91614,0.41879,0.2424,0.80019,0.0010496,0.0010496,0.0010496
98,874.994,0.50733,0.30624,0.84094,1,0.97168,0.99426,0.89739,0.47228,0.28906,0.81317,0.0010397,0.0010397,0.0010397
99,882.802,0.47565,0.29483,0.84351,1,0.99969,0.995,0.90562,0.45701,0.24752,0.80512,0.0010298,0.0010298,0.0010298
100,891.273,0.4804,0.29411,0.84652,0.99974,0.99652,0.995,0.89812,0.48595,0.25767,0.8139,0.0010199,0.0010199,0.0010199
101,899.956,0.50396,0.30558,0.84761,0.99653,0.99993,0.995,0.91575,0.44821,0.24566,0.80455,0.00101,0.00101,0.00101
102,909.797,0.50717,0.30318,0.85164,0.99936,0.99652,0.995,0.86225,0.59022,0.28418,0.83782,0.0010001,0.0010001,0.0010001
103,917.797,0.49253,0.293,0.84668,0.99864,1,0.995,0.90928,0.45183,0.2446,0.8042,0.0009902,0.0009902,0.0009902
104,926.085,0.49753,0.29533,0.84269,0.99888,1,0.995,0.92053,0.40816,0.23671,0.7979,0.0009803,0.0009803,0.0009803
105,935.026,0.47784,0.2927,0.84275,1,0.99972,0.995,0.92885,0.40374,0.23057,0.79429,0.0009704,0.0009704,0.0009704
106,943.16,0.47083,0.28904,0.83898,0.99972,1,0.995,0.93547,0.39446,0.22645,0.79296,0.0009605,0.0009605,0.0009605
107,952.033,0.4655,0.28593,0.8373,1,0.99923,0.995,0.93154,0.39713,0.22164,0.79186,0.0009506,0.0009506,0.0009506
108,959.886,0.48043,0.29139,0.84052,0.99968,1,0.995,0.92803,0.41308,0.23196,0.79701,0.0009407,0.0009407,0.0009407
109,967.804,0.47092,0.285,0.83435,0.9987,0.99652,0.995,0.91293,0.43425,0.23713,0.80062,0.0009308,0.0009308,0.0009308
110,975.751,0.47353,0.28763,0.83797,0.99923,1,0.995,0.91822,0.42097,0.23246,0.79789,0.0009209,0.0009209,0.0009209
111,984.822,0.46256,0.28057,0.83908,0.99976,1,0.995,0.9282,0.39957,0.21982,0.79316,0.000911,0.000911,0.000911
112,993.282,0.47187,0.29063,0.83827,0.99962,1,0.995,0.92931,0.39918,0.22448,0.79252,0.0009011,0.0009011,0.0009011
113,1001.53,0.45822,0.28626,0.82864,0.99652,0.99858,0.995,0.92292,0.41225,0.23195,0.79891,0.0008912,0.0008912,0.0008912
114,1009.78,0.4672,0.29017,0.84032,0.99993,1,0.995,0.91867,0.4178,0.23105,0.80066,0.0008813,0.0008813,0.0008813
115,1017.81,0.48698,0.29989,0.83726,0.99836,1,0.995,0.9093,0.45757,0.23724,0.80897,0.0008714,0.0008714,0.0008714
116,1026.08,0.47105,0.28719,0.83613,0.99879,1,0.995,0.91865,0.39899,0.22663,0.79516,0.0008615,0.0008615,0.0008615
117,1034.28,0.46131,0.28192,0.83337,0.99947,1,0.995,0.92669,0.3907,0.22231,0.7929,0.0008516,0.0008516,0.0008516
118,1042.36,0.4858,0.29425,0.83857,0.99583,1,0.995,0.92524,0.41436,0.23053,0.79575,0.0008417,0.0008417,0.0008417
119,1050.21,0.47594,0.2944,0.83763,0.99965,1,0.995,0.91397,0.42453,0.22518,0.79727,0.0008318,0.0008318,0.0008318
120,1058.26,0.4757,0.28362,0.83778,0.99618,1,0.995,0.92047,0.40714,0.22542,0.79486,0.0008219,0.0008219,0.0008219
121,1066.78,0.46057,0.29092,0.834,0.9987,0.99652,0.995,0.93846,0.3847,0.21449,0.79085,0.000812,0.000812,0.000812
122,1075.14,0.45183,0.27761,0.8357,1,0.9996,0.995,0.9275,0.3824,0.21375,0.79096,0.0008021,0.0008021,0.0008021
123,1083.6,0.45862,0.27996,0.83581,0.99944,1,0.995,0.93553,0.38141,0.21345,0.79064,0.0007922,0.0007922,0.0007922
124,1092.21,0.4598,0.28588,0.83303,0.99966,1,0.995,0.92547,0.3967,0.22053,0.79323,0.0007823,0.0007823,0.0007823
125,1100.53,0.47078,0.28409,0.8388,0.99922,1,0.995,0.92205,0.38314,0.21927,0.79095,0.0007724,0.0007724,0.0007724
126,1109.13,0.47697,0.28881,0.83673,0.99922,1,0.995,0.93105,0.36745,0.21102,0.78703,0.0007625,0.0007625,0.0007625
127,1116.9,0.46516,0.2772,0.84087,0.99977,1,0.995,0.94502,0.35118,0.20399,0.78327,0.0007526,0.0007526,0.0007526
128,1125.47,0.44669,0.273,0.83289,1,0.99981,0.995,0.93448,0.37587,0.20955,0.78529,0.0007427,0.0007427,0.0007427
129,1133.72,0.44054,0.26954,0.83107,1,0.99982,0.995,0.94241,0.3524,0.20473,0.78461,0.0007328,0.0007328,0.0007328
130,1141.56,0.44253,0.27197,0.83495,1,0.99975,0.995,0.93333,0.37621,0.20906,0.7892,0.0007229,0.0007229,0.0007229
131,1149.44,0.44624,0.2739,0.83068,0.99996,1,0.995,0.93555,0.38015,0.20937,0.78915,0.000713,0.000713,0.000713
132,1157.69,0.44441,0.27163,0.83294,0.99944,1,0.995,0.9306,0.38047,0.20854,0.78729,0.0007031,0.0007031,0.0007031
133,1165.53,0.44657,0.27642,0.83475,0.99989,1,0.995,0.94541,0.34973,0.19949,0.78443,0.0006932,0.0006932,0.0006932
134,1173.32,0.44911,0.27705,0.83283,0.99986,1,0.995,0.93794,0.36516,0.20458,0.78605,0.0006833,0.0006833,0.0006833
135,1181.43,0.44108,0.27228,0.83428,0.9997,1,0.995,0.9441,0.36606,0.20733,0.78597,0.0006734,0.0006734,0.0006734
136,1189.68,0.4312,0.26246,0.82856,0.9993,1,0.995,0.9402,0.37005,0.20618,0.78647,0.0006635,0.0006635,0.0006635
137,1198.08,0.43165,0.2664,0.83042,0.99936,1,0.995,0.94385,0.36978,0.20463,0.78521,0.0006536,0.0006536,0.0006536
138,1206.12,0.44262,0.27051,0.82868,0.99985,1,0.995,0.92813,0.39435,0.20977,0.79031,0.0006437,0.0006437,0.0006437
139,1214.42,0.4308,0.26341,0.83052,0.99948,0.99652,0.995,0.94064,0.36105,0.20122,0.78586,0.0006338,0.0006338,0.0006338
140,1222.28,0.42043,0.25775,0.83171,0.99626,1,0.995,0.93574,0.3853,0.20729,0.79027,0.0006239,0.0006239,0.0006239
141,1251.42,0.42907,0.26326,0.83246,0.99937,1,0.995,0.94801,0.35001,0.20202,0.78185,0.000614,0.000614,0.000614
142,1260.11,0.41557,0.2574,0.82357,0.99952,1,0.995,0.94579,0.34765,0.20196,0.78353,0.0006041,0.0006041,0.0006041
143,1269.22,0.42097,0.25895,0.82413,0.99967,1,0.995,0.94982,0.34448,0.19665,0.7814,0.0005942,0.0005942,0.0005942
144,1277.52,0.43665,0.26296,0.83046,0.99966,1,0.995,0.94919,0.33979,0.19775,0.78083,0.0005843,0.0005843,0.0005843
145,1286.13,0.41453,0.25548,0.82518,0.99968,1,0.995,0.94354,0.35051,0.19673,0.78381,0.0005744,0.0005744,0.0005744
146,1297.93,0.41875,0.25848,0.82294,0.99975,1,0.995,0.93722,0.38219,0.20373,0.78788,0.0005645,0.0005645,0.0005645
147,1308.53,0.43943,0.26404,0.83575,0.99954,1,0.995,0.94879,0.34877,0.19532,0.78132,0.0005546,0.0005546,0.0005546
148,1316.52,0.42594,0.2639,0.82898,0.99621,1,0.995,0.9576,0.3196,0.18979,0.77776,0.0005447,0.0005447,0.0005447
149,1325.99,0.41338,0.25859,0.82878,0.99631,1,0.995,0.96268,0.31257,0.18813,0.77511,0.0005348,0.0005348,0.0005348
150,1333.62,0.4097,0.25541,0.82009,0.99954,1,0.995,0.95954,0.31482,0.18883,0.77569,0.0005249,0.0005249,0.0005249
151,1341.28,0.41384,0.25419,0.83361,0.99978,1,0.995,0.95865,0.31416,0.18755,0.7759,0.000515,0.000515,0.000515
152,1349.14,0.40497,0.25406,0.82512,0.99974,1,0.995,0.94461,0.36337,0.19984,0.783,0.0005051,0.0005051,0.0005051
153,1358.81,0.39903,0.24753,0.82205,0.9997,1,0.995,0.95461,0.33578,0.19166,0.77849,0.0004952,0.0004952,0.0004952
154,1367.25,0.41553,0.25842,0.82016,0.99973,1,0.995,0.96121,0.32507,0.18621,0.7762,0.0004853,0.0004853,0.0004853
155,1375.3,0.41281,0.25331,0.82139,0.99979,1,0.995,0.95179,0.32983,0.18936,0.77752,0.0004754,0.0004754,0.0004754
156,1383.39,0.40574,0.25463,0.82432,0.99983,1,0.995,0.95453,0.30369,0.18171,0.77342,0.0004655,0.0004655,0.0004655
157,1391.14,0.39962,0.25247,0.82262,0.99973,1,0.995,0.95979,0.30179,0.17498,0.77362,0.0004556,0.0004556,0.0004556
158,1399.37,0.40957,0.25055,0.82158,0.99972,1,0.995,0.95991,0.30639,0.1771,0.77358,0.0004457,0.0004457,0.0004457
159,1407.49,0.40663,0.24963,0.81984,0.99974,1,0.995,0.93857,0.36463,0.19205,0.78454,0.0004358,0.0004358,0.0004358
160,1415.35,0.39777,0.24593,0.81812,0.99974,1,0.995,0.9614,0.31919,0.18128,0.7761,0.0004259,0.0004259,0.0004259
161,1424,0.39885,0.24533,0.82412,0.99971,1,0.995,0.95499,0.32523,0.18174,0.77904,0.000416,0.000416,0.000416
162,1432.29,0.40438,0.2509,0.8218,0.99966,1,0.995,0.96067,0.3082,0.17956,0.77478,0.0004061,0.0004061,0.0004061
163,1440.32,0.39255,0.24577,0.82075,0.99955,1,0.995,0.96684,0.29823,0.17568,0.77134,0.0003962,0.0003962,0.0003962
164,1448.61,0.40315,0.24977,0.81933,0.99952,1,0.995,0.96987,0.2919,0.17191,0.7714,0.0003863,0.0003863,0.0003863
165,1457.04,0.39344,0.24678,0.82267,0.99954,1,0.995,0.96203,0.30734,0.17518,0.77271,0.0003764,0.0003764,0.0003764
166,1464.79,0.40114,0.24389,0.8232,0.99948,1,0.995,0.96332,0.3065,0.18034,0.77494,0.0003665,0.0003665,0.0003665
167,1472.72,0.38808,0.24707,0.82223,0.99956,1,0.995,0.96446,0.29746,0.17608,0.77358,0.0003566,0.0003566,0.0003566
168,1480.49,0.38144,0.23876,0.81987,0.99962,1,0.995,0.95596,0.30534,0.18018,0.77447,0.0003467,0.0003467,0.0003467
169,1488.21,0.38895,0.24297,0.82178,0.99963,1,0.995,0.9669,0.28258,0.17152,0.77028,0.0003368,0.0003368,0.0003368
170,1496.65,0.39429,0.24308,0.82546,0.99966,1,0.995,0.97125,0.27129,0.17003,0.76865,0.0003269,0.0003269,0.0003269
171,1505.33,0.37441,0.23935,0.81783,0.99972,1,0.995,0.96346,0.29928,0.17606,0.77287,0.000317,0.000317,0.000317
172,1513.99,0.38516,0.24353,0.81448,0.99976,1,0.995,0.96943,0.29289,0.17251,0.77249,0.0003071,0.0003071,0.0003071
173,1522.27,0.38616,0.24307,0.81944,0.99924,1,0.995,0.96419,0.30181,0.17562,0.77313,0.0002972,0.0002972,0.0002972
174,1530.73,0.38966,0.24063,0.81991,0.99976,1,0.995,0.97452,0.27067,0.17093,0.76887,0.0002873,0.0002873,0.0002873
175,1539.54,0.3792,0.23698,0.82317,0.99973,1,0.995,0.97183,0.26995,0.17034,0.76902,0.0002774,0.0002774,0.0002774
176,1549.82,0.37811,0.23509,0.82407,0.9997,1,0.995,0.97408,0.2728,0.17106,0.76803,0.0002675,0.0002675,0.0002675
177,1560.28,0.36729,0.23601,0.81837,0.99977,1,0.995,0.97399,0.27423,0.16596,0.7685,0.0002576,0.0002576,0.0002576
178,1570.28,0.36735,0.23018,0.8246,0.99977,1,0.995,0.97194,0.2742,0.16596,0.76857,0.0002477,0.0002477,0.0002477
179,1581.48,0.40076,0.25219,0.81642,0.99977,1,0.995,0.95308,0.34298,0.18338,0.77728,0.0002378,0.0002378,0.0002378
180,1591.71,0.38427,0.23514,0.82012,0.99976,1,0.995,0.96417,0.28817,0.17144,0.77078,0.0002279,0.0002279,0.0002279
181,1601.62,0.37676,0.23476,0.81482,0.99963,1,0.995,0.96129,0.30817,0.17333,0.77272,0.000218,0.000218,0.000218
182,1612.49,0.36224,0.22453,0.81597,0.99964,1,0.995,0.96546,0.29025,0.16785,0.7702,0.0002081,0.0002081,0.0002081
183,1623.16,0.36485,0.22811,0.81692,0.99945,1,0.995,0.96789,0.27853,0.1689,0.76901,0.0001982,0.0001982,0.0001982
184,1634.14,0.36106,0.22801,0.8181,0.99956,1,0.995,0.96972,0.26922,0.16334,0.76735,0.0001883,0.0001883,0.0001883
185,1644.69,0.36659,0.22836,0.81775,0.9997,1,0.995,0.9754,0.25274,0.15938,0.76605,0.0001784,0.0001784,0.0001784
186,1654.4,0.37715,0.23276,0.81257,0.99972,1,0.995,0.97753,0.25231,0.15984,0.76538,0.0001685,0.0001685,0.0001685
187,1665.85,0.36985,0.22855,0.81806,0.99975,1,0.995,0.96829,0.27352,0.16262,0.768,0.0001586,0.0001586,0.0001586
188,1677.12,0.3564,0.22506,0.81165,0.99975,1,0.995,0.9773,0.2487,0.15694,0.76557,0.0001487,0.0001487,0.0001487
189,1689.18,0.36306,0.22647,0.81927,0.99974,1,0.995,0.97428,0.24963,0.15534,0.76576,0.0001388,0.0001388,0.0001388
190,1700.52,0.36128,0.22624,0.81578,0.99973,1,0.995,0.97662,0.25017,0.1581,0.76537,0.0001289,0.0001289,0.0001289
191,1710.87,0.343,0.24338,0.79885,0.99976,1,0.995,0.9773,0.25899,0.16024,0.76705,0.000119,0.000119,0.000119
