epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,1623.59,0.64614,0.46713,0.94446,0.99631,1,0.99462,0.87819,0.57339,0.41662,0.90592,0.000841835,0.000841835,0.000841835
52,1664.88,0.62557,0.47176,0.94498,0.99321,0.99967,0.99444,0.87767,0.56322,0.43305,0.89512,0.000825332,0.000825332,0.000825332
53,1707.08,0.62961,0.46908,0.94034,0.99048,0.99797,0.9942,0.8772,0.55276,0.43891,0.89427,0.000808828,0.000808828,0.000808828
54,1748.2,0.6219,0.4685,0.91867,0.9893,0.99531,0.99404,0.85645,0.62017,0.44156,0.91829,0.000792325,0.000792325,0.000792325
55,1788.15,0.6182,0.4484,0.93005,0.98914,0.99859,0.99461,0.87587,0.53875,0.40522,0.88504,0.000775822,0.000775822,0.000775822
56,1826.39,0.6433,0.47377,0.93472,0.99312,0.9969,0.99487,0.88464,0.54489,0.40454,0.88687,0.000759318,0.000759318,0.000759318
57,1864.59,0.61277,0.45918,0.91468,0.99359,0.99264,0.99477,0.8763,0.57147,0.41061,0.89997,0.000742815,0.000742815,0.000742815
58,1905.39,0.64187,0.44225,0.95184,0.99621,0.99523,0.99487,0.88589,0.53506,0.39931,0.88581,0.000726312,0.000726312,0.000726312
59,1944.45,0.61149,0.46518,0.93424,0.99519,0.99677,0.9949,0.8817,0.56691,0.38827,0.89129,0.000709809,0.000709809,0.000709809
60,1975.1,0.59815,0.44306,0.93208,0.99218,1,0.99487,0.90024,0.5016,0.38417,0.8737,0.000693305,0.000693305,0.000693305
61,2003,0.58334,0.43555,0.90354,0.99204,1,0.99487,0.89527,0.51091,0.38594,0.87897,0.000676802,0.000676802,0.000676802
62,2033.9,0.58929,0.4347,0.92221,0.99312,0.99984,0.99497,0.89637,0.49951,0.3749,0.8744,0.000660299,0.000660299,0.000660299
63,2065.24,0.59831,0.43166,0.92253,0.99587,1,0.995,0.88891,0.50144,0.37581,0.87305,0.000643795,0.000643795,0.000643795
64,2097.42,0.58676,0.42597,0.91379,0.99646,0.99998,0.995,0.89502,0.49693,0.36985,0.87085,0.000627292,0.000627292,0.000627292
65,2129.86,0.59608,0.4276,0.90714,0.99638,1,0.995,0.89506,0.49568,0.36756,0.87291,0.000610789,0.000610789,0.000610789
66,2160.44,0.5898,0.4269,0.91755,0.99591,0.99942,0.99497,0.90312,0.48236,0.363,0.864,0.000594286,0.000594286,0.000594286
67,2190.29,0.55818,0.41551,0.91501,0.99663,0.99992,0.99497,0.89962,0.49693,0.36278,0.86799,0.000577782,0.000577782,0.000577782
68,2227.12,0.56688,0.40989,0.90395,0.99589,0.99989,0.99497,0.90207,0.4897,0.35119,0.86779,0.000561279,0.000561279,0.000561279
69,2264.78,0.55532,0.40617,0.91467,0.99615,0.99994,0.995,0.90389,0.48776,0.34796,0.86662,0.000544776,0.000544776,0.000544776
70,2301.19,0.5509,0.40692,0.91121,0.99562,1,0.99497,0.89296,0.49417,0.35913,0.86784,0.000528272,0.000528272,0.000528272
71,2338.34,0.56946,0.39302,0.91512,0.99287,1,0.99484,0.89226,0.5237,0.36335,0.87655,0.000511769,0.000511769,0.000511769
72,2375.44,0.55504,0.42278,0.90192,0.99286,1,0.99471,0.89904,0.50284,0.35476,0.87104,0.000495266,0.000495266,0.000495266
73,2412.96,0.55543,0.39314,0.90385,0.99307,1,0.99468,0.90217,0.48316,0.34696,0.86714,0.000478762,0.000478762,0.000478762
74,2450.94,0.54917,0.40443,0.91007,0.99597,0.99977,0.99471,0.90592,0.48413,0.33964,0.8674,0.000462259,0.000462259,0.000462259
75,2487.53,0.54698,0.41662,0.90027,0.99577,0.99972,0.99487,0.90837,0.48956,0.34453,0.86761,0.000445756,0.000445756,0.000445756
76,2524.78,0.5487,0.39232,0.90312,0.99514,0.99973,0.99494,0.90903,0.47666,0.3484,0.86281,0.000429253,0.000429253,0.000429253
77,2562.67,0.55068,0.4014,0.91014,0.9949,0.99975,0.99497,0.90912,0.47595,0.34742,0.86157,0.000412749,0.000412749,0.000412749
78,2600.03,0.55125,0.40423,0.90007,0.99479,0.9997,0.995,0.90855,0.47738,0.34413,0.86213,0.000396246,0.000396246,0.000396246
79,2627.6,0.53185,0.39063,0.90352,0.99606,0.99968,0.995,0.91126,0.47083,0.33711,0.86136,0.000379743,0.000379743,0.000379743
80,2654.64,0.54964,0.40294,0.90842,0.99833,1,0.995,0.91223,0.45974,0.33169,0.85833,0.000363239,0.000363239,0.000363239
81,2682.04,0.52259,0.38457,0.89398,0.99838,1,0.995,0.91025,0.45462,0.33041,0.85682,0.000346736,0.000346736,0.000346736
82,2709.55,0.51979,0.38659,0.89771,0.99693,1,0.995,0.91295,0.45169,0.3279,0.85668,0.000330233,0.000330233,0.000330233
83,2737.36,0.52819,0.38103,0.89578,0.99585,1,0.995,0.91121,0.45973,0.32553,0.85701,0.000313729,0.000313729,0.000313729
84,2764.54,0.52531,0.37504,0.89072,0.99545,1,0.995,0.91326,0.44457,0.32024,0.85276,0.000297226,0.000297226,0.000297226
85,2792.44,0.52351,0.37589,0.88391,0.99531,1,0.995,0.91408,0.44217,0.31733,0.85204,0.000280723,0.000280723,0.000280723
86,2830.85,0.52084,0.38276,0.89399,0.99562,1,0.995,0.91374,0.44576,0.31769,0.8529,0.00026422,0.00026422,0.00026422
87,2869.16,0.52871,0.38154,0.89646,0.99545,1,0.995,0.91479,0.43501,0.31505,0.84917,0.000247716,0.000247716,0.000247716
88,2905.21,0.51836,0.37887,0.89364,0.99548,1,0.995,0.914,0.43742,0.31203,0.84931,0.000231213,0.000231213,0.000231213
89,2942.25,0.49437,0.36823,0.88694,0.99559,1,0.995,0.91558,0.4313,0.31152,0.84854,0.00021471,0.00021471,0.00021471
90,2970.51,0.5152,0.37066,0.89653,0.99587,1,0.995,0.92088,0.42741,0.30942,0.84873,0.000198206,0.000198206,0.000198206
91,3021.65,0.52566,0.45566,0.8932,0.99575,1,0.995,0.91794,0.44205,0.31265,0.85223,0.000181703,0.000181703,0.000181703
92,3061.77,0.52456,0.4139,0.88703,0.99511,1,0.99497,0.898,0.49798,0.33492,0.86446,0.0001652,0.0001652,0.0001652
93,3100.02,0.53777,0.44149,0.88321,0.99483,1,0.99497,0.89633,0.49013,0.3443,0.86127,0.000148696,0.000148696,0.000148696
94,3141.56,0.53019,0.40178,0.87634,0.99505,1,0.99494,0.91538,0.43823,0.34821,0.84641,0.000132193,0.000132193,0.000132193
95,3179.78,0.51288,0.38131,0.87775,0.99502,1,0.99497,0.91921,0.43462,0.34325,0.8472,0.00011569,0.00011569,0.00011569
96,3217.8,0.49691,0.3724,0.86403,0.9953,1,0.99494,0.92123,0.43434,0.33775,0.84735,9.91865e-05,9.91865e-05,9.91865e-05
97,3247.35,0.48529,0.35266,0.86693,0.99466,1,0.99494,0.92139,0.43629,0.33783,0.84761,8.26832e-05,8.26832e-05,8.26832e-05
98,3276.92,0.49712,0.35804,0.87505,0.99561,0.99962,0.9949,0.91652,0.4437,0.33675,0.8499,6.61799e-05,6.61799e-05,6.61799e-05
99,3308.78,0.49891,0.36265,0.86886,0.99612,1,0.9949,0.9163,0.43924,0.33124,0.84825,4.96766e-05,4.96766e-05,4.96766e-05
100,3349.24,0.48419,0.35216,0.86991,0.99622,1,0.9949,0.91931,0.42602,0.32577,0.84446,3.31733e-05,3.31733e-05,3.31733e-05
