epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,462.676,0.73351,0.58026,0.89196,1,0.9821,0.995,0.83079,0.67115,0.77208,0.84259,0.00169032,0.00169032,0.00169032
15,486.507,0.74448,0.59961,0.89683,1,0.96188,0.99468,0.82038,0.71938,0.80325,0.85421,0.0017228,0.0017228,0.0017228
16,515.441,0.72491,0.598,0.90468,0.9956,0.97619,0.99453,0.78759,0.81632,0.68068,0.8815,0.001703,0.001703,0.001703
17,545.595,0.75469,0.57565,0.90104,1,0.97982,0.99484,0.81565,0.72461,0.62632,0.86067,0.0016832,0.0016832,0.0016832
18,576.673,0.74028,0.58496,0.91448,0.98431,0.99552,0.99484,0.8344,0.6766,0.64113,0.85113,0.0016634,0.0016634,0.0016634
19,605.328,0.71,0.55551,0.88757,0.99818,1,0.995,0.83628,0.66308,0.62292,0.85172,0.0016436,0.0016436,0.0016436
20,635.101,0.7048,0.56356,0.89595,0.99772,0.99206,0.995,0.82165,0.71795,0.58739,0.86236,0.0016238,0.0016238,0.0016238
21,664.943,0.72234,0.55463,0.90659,1,0.99649,0.995,0.84039,0.68556,0.58801,0.85285,0.001604,0.001604,0.001604
22,693.911,0.70988,0.52466,0.89737,0.98934,1,0.99492,0.84492,0.64149,0.53203,0.84005,0.0015842,0.0015842,0.0015842
23,723.385,0.67899,0.50975,0.88234,0.99204,0.9887,0.99484,0.86258,0.59938,0.48538,0.83335,0.0015644,0.0015644,0.0015644
24,752.899,0.70251,0.53617,0.89074,0.98436,0.99898,0.99468,0.86279,0.59081,0.48092,0.82947,0.0015446,0.0015446,0.0015446
25,782.39,0.67238,0.49445,0.88241,0.99115,1,0.99476,0.85625,0.56849,0.47493,0.82815,0.0015248,0.0015248,0.0015248
26,813.2,0.6799,0.49866,0.87677,0.9913,1,0.995,0.85751,0.601,0.44495,0.83559,0.001505,0.001505,0.001505
27,842.535,0.65081,0.48328,0.87691,1,0.99932,0.995,0.87794,0.55817,0.43793,0.82541,0.0014852,0.0014852,0.0014852
28,873.546,0.67142,0.49081,0.88589,1,0.9994,0.995,0.86956,0.57624,0.45001,0.8306,0.0014654,0.0014654,0.0014654
29,905.561,0.67744,0.50457,0.88633,1,0.99934,0.995,0.86282,0.59494,0.45545,0.83425,0.0014456,0.0014456,0.0014456
30,935.253,0.65257,0.47312,0.87593,0.98837,1,0.99476,0.85136,0.59307,0.44373,0.8379,0.0014258,0.0014258,0.0014258
31,966.937,0.64651,0.46019,0.87711,0.99066,1,0.99492,0.85789,0.59148,0.43456,0.83749,0.001406,0.001406,0.001406
32,997.52,0.65412,0.47088,0.87641,0.99868,1,0.995,0.87053,0.5693,0.45266,0.82743,0.0013862,0.0013862,0.0013862
33,1028.58,0.63726,0.46465,0.88333,0.99889,0.99206,0.995,0.86535,0.57739,0.46567,0.82634,0.0013664,0.0013664,0.0013664
34,1057.97,0.63405,0.45268,0.87496,1,0.99889,0.995,0.87739,0.54648,0.43581,0.82121,0.0013466,0.0013466,0.0013466
35,1088.36,0.62355,0.44473,0.86411,0.99957,1,0.995,0.87775,0.52354,0.40841,0.81687,0.0013268,0.0013268,0.0013268
36,1117.61,0.62996,0.43718,0.86534,0.99925,1,0.995,0.86074,0.59751,0.40577,0.83202,0.001307,0.001307,0.001307
37,1147.62,0.64454,0.45061,0.88554,0.99937,1,0.995,0.88389,0.51689,0.37834,0.81667,0.0012872,0.0012872,0.0012872
38,1177.31,0.61449,0.44909,0.87667,0.99905,1,0.995,0.87013,0.53347,0.3822,0.81969,0.0012674,0.0012674,0.0012674
39,1206.55,0.61248,0.42974,0.86855,0.99976,1,0.995,0.87997,0.52443,0.38347,0.82003,0.0012476,0.0012476,0.0012476
40,1235.36,0.61568,0.43981,0.87038,0.98992,1,0.99492,0.85677,0.59426,0.39131,0.83397,0.0012278,0.0012278,0.0012278
41,1264.55,0.59711,0.44451,0.87621,1,0.99845,0.995,0.87453,0.52762,0.3769,0.8192,0.001208,0.001208,0.001208
42,1288.9,0.59846,0.41919,0.86936,0.99927,1,0.995,0.87476,0.51294,0.37469,0.8192,0.0011882,0.0011882,0.0011882
43,1310.05,0.60779,0.4296,0.87655,0.99922,1,0.995,0.86625,0.54129,0.38293,0.82072,0.0011684,0.0011684,0.0011684
44,1331.25,0.6043,0.4187,0.86299,0.99946,1,0.995,0.87208,0.55335,0.37636,0.82567,0.0011486,0.0011486,0.0011486
45,1353.21,0.58765,0.4128,0.86279,0.99924,1,0.995,0.87491,0.52517,0.36343,0.81922,0.0011288,0.0011288,0.0011288
46,1373.99,0.60716,0.40728,0.86703,0.99931,1,0.995,0.87603,0.50299,0.34954,0.81326,0.001109,0.001109,0.001109
47,1394.54,0.59085,0.41225,0.86817,0.99932,1,0.995,0.87707,0.50098,0.35421,0.8116,0.0010892,0.0010892,0.0010892
48,1415.26,0.60247,0.41193,0.8763,1,0.99917,0.995,0.88864,0.50207,0.3641,0.8107,0.0010694,0.0010694,0.0010694
49,1436.71,0.60541,0.41142,0.85689,0.99077,1,0.995,0.89079,0.49462,0.35951,0.80806,0.0010496,0.0010496,0.0010496
50,1457.2,0.57662,0.3917,0.84786,0.99935,1,0.995,0.88272,0.49564,0.34914,0.8119,0.0010298,0.0010298,0.0010298
51,1478.04,0.59018,0.39887,0.85975,0.99989,1,0.995,0.88457,0.5068,0.34729,0.81135,0.00101,0.00101,0.00101
52,1503.63,0.58655,0.39316,0.85977,0.99947,1,0.995,0.89206,0.49016,0.34539,0.80996,0.0009902,0.0009902,0.0009902
53,1531.78,0.5711,0.39588,0.86789,0.99932,1,0.995,0.87573,0.55305,0.35405,0.81891,0.0009704,0.0009704,0.0009704
54,1560.88,0.57007,0.40678,0.85488,0.9994,1,0.995,0.88388,0.4917,0.33974,0.81069,0.0009506,0.0009506,0.0009506
55,1590.98,0.57646,0.38557,0.86146,1,0.9997,0.995,0.88287,0.49338,0.33019,0.81033,0.0009308,0.0009308,0.0009308
56,1612.95,0.5736,0.379,0.85495,0.99092,1,0.99492,0.88532,0.49719,0.32807,0.80971,0.000911,0.000911,0.000911
57,1634.4,0.56685,0.38774,0.85768,0.99173,1,0.995,0.88978,0.47622,0.31994,0.8047,0.0008912,0.0008912,0.0008912
58,1655.48,0.55479,0.36856,0.85284,0.99868,1,0.995,0.88522,0.49921,0.33592,0.80834,0.0008714,0.0008714,0.0008714
59,1676.26,0.56719,0.37907,0.86446,0.99919,1,0.995,0.88458,0.48754,0.32752,0.81203,0.0008516,0.0008516,0.0008516
60,1697.04,0.55286,0.37933,0.85611,0.99945,1,0.995,0.89515,0.44888,0.31069,0.80241,0.0008318,0.0008318,0.0008318
61,1718.16,0.53736,0.3677,0.85272,0.99943,1,0.995,0.90382,0.44226,0.29905,0.80045,0.000812,0.000812,0.000812
62,1739.67,0.54152,0.36042,0.85079,0.99936,1,0.995,0.90429,0.44645,0.28733,0.80006,0.0007922,0.0007922,0.0007922
63,1772.3,0.55032,0.36861,0.85364,0.99951,1,0.995,0.8993,0.45939,0.28683,0.80047,0.0007724,0.0007724,0.0007724
64,1795.69,0.54586,0.36164,0.85599,0.99948,1,0.995,0.89162,0.4724,0.2936,0.80696,0.0007526,0.0007526,0.0007526
65,1816.57,0.54127,0.36456,0.84737,0.99949,1,0.995,0.89407,0.46772,0.29012,0.80459,0.0007328,0.0007328,0.0007328
66,1837.75,0.53525,0.36029,0.86148,0.99947,1,0.995,0.89049,0.4639,0.2837,0.80281,0.000713,0.000713,0.000713
67,1862.87,0.52473,0.35349,0.84711,0.99941,1,0.995,0.88757,0.47964,0.28344,0.80641,0.0006932,0.0006932,0.0006932
68,1895.47,0.52944,0.3708,0.84922,0.9994,1,0.995,0.90036,0.44637,0.27767,0.79925,0.0006734,0.0006734,0.0006734
69,1927.45,0.50824,0.33983,0.85087,0.99936,1,0.995,0.90556,0.45078,0.28308,0.80118,0.0006536,0.0006536,0.0006536
70,1953.26,0.5057,0.33437,0.8495,0.99922,1,0.995,0.89805,0.45584,0.28591,0.80342,0.0006338,0.0006338,0.0006338
71,1975.84,0.51316,0.34161,0.84204,0.99919,1,0.995,0.89934,0.44469,0.28185,0.79714,0.000614,0.000614,0.000614
72,1998.61,0.50792,0.33491,0.84704,0.9992,1,0.995,0.90711,0.43872,0.27479,0.79734,0.0005942,0.0005942,0.0005942
73,2026.27,0.51256,0.32965,0.84648,0.99928,1,0.995,0.90759,0.4391,0.27502,0.79768,0.0005744,0.0005744,0.0005744
74,2054.06,0.52187,0.33535,0.85403,0.9994,1,0.995,0.92017,0.41701,0.27044,0.79377,0.0005546,0.0005546,0.0005546
75,2077.19,0.51578,0.34502,0.86372,0.99946,1,0.995,0.91558,0.40358,0.26513,0.79238,0.0005348,0.0005348,0.0005348
76,2098.49,0.50847,0.33811,0.84676,0.99945,1,0.995,0.91496,0.41796,0.28006,0.79343,0.000515,0.000515,0.000515
77,2119.69,0.51663,0.34073,0.83791,0.99947,1,0.995,0.90535,0.41943,0.28584,0.79313,0.0004952,0.0004952,0.0004952
78,2142.57,0.48348,0.32735,0.83576,0.99943,1,0.995,0.90146,0.42562,0.2781,0.79404,0.0004754,0.0004754,0.0004754
79,2165.81,0.4894,0.33012,0.84142,0.99942,1,0.995,0.90734,0.40196,0.26546,0.79074,0.0004556,0.0004556,0.0004556
80,2187.84,0.50231,0.32942,0.85275,0.99935,1,0.995,0.91674,0.40385,0.26136,0.79018,0.0004358,0.0004358,0.0004358
81,2211.01,0.49892,0.32343,0.83815,0.99935,1,0.995,0.92042,0.39563,0.25582,0.78913,0.000416,0.000416,0.000416
82,2232.83,0.48149,0.32714,0.84029,0.99942,1,0.995,0.92851,0.37457,0.24511,0.78714,0.0003962,0.0003962,0.0003962
83,2255.05,0.47931,0.31441,0.84112,0.99942,1,0.995,0.92005,0.3952,0.24879,0.78908,0.0003764,0.0003764,0.0003764
84,2276.91,0.48776,0.32137,0.83642,0.99945,1,0.995,0.91544,0.39793,0.24224,0.78816,0.0003566,0.0003566,0.0003566
85,2298.07,0.47092,0.31181,0.84058,0.99947,1,0.995,0.92132,0.39028,0.24423,0.78732,0.0003368,0.0003368,0.0003368
86,2319.28,0.4602,0.30179,0.83164,0.99951,1,0.995,0.92835,0.37411,0.24175,0.7864,0.000317,0.000317,0.000317
87,2343.17,0.47066,0.31137,0.83747,0.99955,1,0.995,0.92948,0.37255,0.24444,0.78504,0.0002972,0.0002972,0.0002972
88,2368.45,0.45004,0.30122,0.83849,0.99952,1,0.995,0.9372,0.35035,0.24213,0.78276,0.0002774,0.0002774,0.0002774
89,2393.34,0.46074,0.30925,0.82799,0.9995,1,0.995,0.93666,0.34546,0.24132,0.78293,0.0002576,0.0002576,0.0002576
90,2418.67,0.46279,0.3056,0.84418,0.99949,1,0.995,0.93353,0.35653,0.24368,0.78494,0.0002378,0.0002378,0.0002378
91,2454.36,0.46026,0.34982,0.82713,0.99948,1,0.995,0.92869,0.36412,0.24914,0.7836,0.000218,0.000218,0.000218
92,2487.64,0.49031,0.36928,0.82306,0.99946,1,0.995,0.92763,0.37428,0.25699,0.78452,0.0001982,0.0001982,0.0001982
93,2517.88,0.45176,0.30493,0.83212,0.99945,1,0.995,0.93806,0.36804,0.26044,0.7841,0.0001784,0.0001784,0.0001784
94,2540.79,0.45256,0.30383,0.83191,0.9995,1,0.995,0.93991,0.35812,0.26692,0.78294,0.0001586,0.0001586,0.0001586
95,2563.37,0.42564,0.3074,0.82082,0.99946,1,0.995,0.93825,0.3561,0.26457,0.78228,0.0001388,0.0001388,0.0001388
96,2586.33,0.42788,0.29736,0.82106,0.99951,1,0.995,0.93432,0.35274,0.25688,0.78202,0.000119,0.000119,0.000119
97,2608.62,0.41911,0.29175,0.81911,0.99952,1,0.995,0.9337,0.35281,0.25208,0.7819,9.92e-05,9.92e-05,9.92e-05
98,2631.04,0.42424,0.2883,0.8168,0.99953,1,0.995,0.93418,0.35067,0.24733,0.78163,7.94e-05,7.94e-05,7.94e-05
99,2653.05,0.42061,0.29338,0.81437,0.99951,1,0.995,0.93244,0.35035,0.24506,0.78177,5.96e-05,5.96e-05,5.96e-05
100,2675.19,0.41874,0.27605,0.82257,0.99951,1,0.995,0.93112,0.34839,0.2437,0.78177,3.98e-05,3.98e-05,3.98e-05
